"Transect","Baseline.Offshore","Transect.Spacing","Transect.Distance","Transect.Flag","Transect.StartX","Transect.StartY","Transect.EndX","Transect.EndY","Transect.Inner.Xcoord","Transect.Inner.Ycoord","Transect.Outer.Xcoord","Transect.Outer.Ycoord","Min.Date.Xcoord","Min.Date.Ycoord","Max.Date.Xcoord","Max.Date.Ycoord","Number.Dates","Min.Date","Max.Date","Elapsed.Years","Transect.Means","Range.Distance","Stdev.Change","Min.Date.Position","Max.Date.Position","Min.Date.Dist","Max.Date.Dist","Min.Date.Acc","Max.Date.Acc","Net.Change","EPR","EPR.Error","Mean.EPR.Eras","StDev.EPR.Eras","Mean.EPR.Eras.L","Mean.EPR.Eras.U","LRR.slope","LRR.Rsquared","LRR.intercept","LRR.SECoef","LRR.SEResi","LRR.Pval","LRR.CI.L","LRR.CI.U","WLR.slope","WLR.Rsquared","WLR.intercept","WLR.SECoef","WLR.SEResi","WLR.Pval","WLR.CI.L","WLR.CI.U","RLR.slope","LMS.slope","JK.avg","JK.min","JK.max","Min.Date.Class1","Max.Date.Class1","Att.Change","Baseline.Location","Shoreline.Location","Transect.Azimuth","Time.Stamp"
"252","1","50","177.553709739497","FLAG","458140.790086634","3440003.67651226","458248.052390926","3439862.18404631","458244.27877676","3439867.16191787","458144.244794317","3439999.11931845","458240.579750579","3439872.0413985","458202.761252414","3439921.92875268","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","63.189788287208","165.588505673884","55.2597242793635","1","7","-165.184079758265","-102.582267403384","7.21","1","62.6018123548808","0.420441893987574","0.0589277142874935","0.962596159671082","3.28190330024914","-2.31930714057806","4.24449945992022","0.572534032568178","0.313392557767641","11.2213636236752","0.378988662976692","50.1595451841982","0.191259328650602","-0.401687340391799","1.54675540552815","0.28332259981968","0.187732071256592","22.1026924485658","0.263558260970056","8.7415191578142","0.331493818877631","-0.39417547846184","0.960820678101201","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","142.835039964253","2012-04-04 09:35:49"
"253","1","50","157.378990538925","FLAG","458190.496177939","3440008.66076463","458248.052390926","3439862.18404631","458246.076740342","3439867.21194511","458192.420846511","3440003.76261165","458221.513307613","3439929.724241","458220.830630818","3439931.46160786","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","0.0166680042202216","146.714142043506","45.279771123017","1","7","-84.8117745113868","-82.9450953256987","7.21","1","1.8666791856881","0.0125368596015846","0.0589277142874935","-0.0746850106500375","2.71681899667034","-2.79150400732038","2.6421339860203","0.29845238423969","0.126836763471397","-22.3702985699715","0.350199237190421","46.3492346271186","0.432997525006561","-0.601763413735699","1.19866818221508","0.121314988538657","0.0435074494093434","-14.9886581982683","0.254383210079762","8.4372073793246","0.653548677969182","-0.532597870583235","0.775227847660549","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","158.548269312336","2012-04-04 09:35:49"
"254","1","50","124.819448136716","FLAG","458240.116135605","3440011.16913345","458319.465626038","3439914.81793729","458316.279664638","3439918.68653418","458244.542910442","3440005.793862","458297.071448577","3439942.01037134","458273.678877445","3439970.41511846","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","29.4166341649121","112.844355031388","41.763425596054","1","7","-89.5926450810952","-52.7953348108825","7.21","1","36.7973102702127","0.247135510006531","0.0589277142874935","-1.11639909866818","3.76419582557836","-4.88059492424654","2.64779672691018","0.472878752609304","0.374292276509108","-10.2526889510576","0.273429345976631","36.1886593822573","0.144296165064339","-0.229993757488141","1.17575126270675","0.288470105953131","0.271711509503979","-4.7873473535356","0.211209533629398","7.00525256821356","0.230230986621353","-0.254461284707816","0.831401496614078","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","140.527027587991","2012-04-04 09:35:49"
"255","1","50","90.8297647323136","FLAG","458283.736659838","3440004.16936035","458348.780191224","3439940.77073902","458344.916015316","3439944.53719235","458287.367180535","3440000.63065324","458333.887978632","3439955.28633691","458304.976526956","3439983.46663613","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","31.1307277106243","80.3638273075752","35.7609266351226","1","7","-70.033597346034","-29.6603227436937","7.21","1","40.3732746023403","0.271152150421168","0.0589277142874935","-1.52223179758293","3.54570584096184","-5.06793763854477","2.02347404337891","0.403515829191461","0.371712457836731","-3.58109405303652","0.234612549937884","31.0512159043475","0.146076299291619","-0.19957493009118","1.0066065884741","0.272517231006992","0.315956503139641","0.983809811392031","0.179323486999858","5.94767810079532","0.1890582069383","-0.188448467377807","0.73348292939179","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","134.266274738381","2012-04-04 09:35:49"
"256","1","50","90.7956656952013","FLAG","458316.640509875","3440036.17425781","458400.215156412","3440000.69001672","458395.605785136","3440002.64707007","458321.258735484","3440034.21344508","458385.442445823","3440006.96223498","458359.630583162","3440017.92147197","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","28.579798281606","80.7707857029376","33.244991510708","1","7","-74.7465629153653","-46.7045029095798","7.21","1","28.0420600057855","0.188334113289077","0.0589277142874935","-0.511071344183233","2.22262615757063","-2.73369750175386","1.71155481338739","0.396225391618366","0.414701537861197","-5.22080613482253","0.210512636137182","27.8615671541","0.118542376740135","-0.14491456700779","0.937365350244522","0.132267199922424","0.0851008482871313","10.1851552494369","0.193948678763661","6.43275640385987","0.525560788658882","-0.366293750753105","0.630828150597954","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","113.005174652374","2012-04-04 09:35:49"
"257","1","50","66.7617898809678","FLAG","458355.581591958","3440058.46031208","458420.402395017","3440042.47907061","458415.545972332","3440043.67639709","458360.447731549","3440057.26058995","458404.012599326","3440046.51989193","458387.463959196","3440050.59987553","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","18.3469837488163","56.7480962957068","23.975135816593","1","7","-49.8812199949158","-32.8370492496497","7.21","1","17.0441707452661","0.114470862104818","0.0589277142874935","-1.07111688540827","2.52218323644617","-3.59330012185444","1.45106635103789","0.235581999158792","0.281880832627108","-1.94318216071478","0.168159956848847","22.2561458368777","0.220139457662842","-0.196686931398239","0.667850929715824","0.107248462671535","0.139409515494033","2.03350144027066","0.119167583960897","3.95246847642149","0.409380795133923","-0.199081564055012","0.413578489398082","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","103.849777295786","2012-04-04 09:35:49"
"258","1","50","77.879994929085","FLAG","458360.672204755","3440106.83371956","458432.120280708","3440075.84233281","458427.521466595","3440077.83711888","458365.283900098","3440104.83334612","458414.629651122","3440083.42908527","458402.906410328","3440088.51416957","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","19.2502984222036","67.8403343760343","27.1156461294792","1","7","-58.8148189220289","-46.0362252170773","7.21","1","12.7785937049516","0.085822693268858","0.0589277142874935","-0.90875340878258","2.53092457498632","-3.4396779837689","1.62217116620374","0.266175400776821","0.281319223641293","-3.46348486929909","0.190261634565939","25.1813259554324","0.220686456149953","-0.222907701056855","0.755258502610497","0.0653996713896031","0.0409096593769875","4.36535168153366","0.141614391563302","4.69696875490256","0.663610697521402","-0.29863171122771","0.429431054006916","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","113.449317854439","2012-04-04 09:35:49"
"259","1","50","68.2522709678411","FLAG","458396.083899992","3440133.80569846","458432.120280708","3440075.84233281","458429.449667125","3440080.13792933","458398.791811605","3440129.45010925","458421.017293219","3440093.70113302","458417.02327221","3440100.12538806","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","15.3110044214444","58.0654388896536","25.110238927416","1","7","-47.2234080347546","-39.6588025258398","7.21","1","7.56460550891479","0.0508048720603694","0.0589277142874935","-1.09723942892707","2.60033262607659","-3.69757205500366","1.50309319714952","0.210254737809583","0.204688471742828","-2.64584983295335","0.185345794269964","24.5307093604463","0.308069751558542","-0.266191794252371","0.686701269871536","0.0302148691966821","0.00956111066595271","4.31676464758067","0.137529348620804","4.56147885976169","0.83479435771956","-0.32331557623485","0.383745314628214","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","148.130386711913","2012-04-04 09:35:49"
"260","1","50","80.9084503646278","FLAG","458431.602859422","3440168.9966564","458488.813135156","3440111.78510433","458485.277640689","3440115.32067767","458435.138391745","3440165.4610452","458456.971580395","3440143.62736946","458471.808815265","3440128.78980358","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-6.79002098225965","70.9083968314612","23.5502985927308","1","7","-35.8771894621068","-56.8604423057735","7.21","1","-20.9832528436667","-0.140926248550112","0.0589277142874935","-1.57535279189433","3.09751287847474","-4.67286567036907","1.52216008658042","-0.00393691899958157","8.15874980172894e-05","-5.5247403983726","0.194913514563821","25.7970071294089","0.984666441791728","-0.504978059057375","0.497104221058211","-0.0909599038613881","0.106936834130061","-6.77884439507737","0.117555355143428","3.89899517969078","0.474047970855823","-0.393145564474861","0.211225756752085","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","135.000639117663","2012-04-04 09:35:49"
"261","1","50","78.8373499987865","FLAG","458466.312155679","3440204.98051055","458518.397006927","3440145.79862121","458515.093542804","3440149.55221258","458469.6286697","3440201.21209111","458493.507400713","3440174.07966426","458511.610114968","3440153.51028937","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-2.24107186527854","68.8171325751855","24.8440662901781","1","7","-41.1636205095263","-68.5644863172052","7.21","1","-27.4008658076789","-0.184027769863466","0.0589277142874935","-1.4703575657779","2.98962376031331","-4.45998132609121","1.51926619453542","-0.0260049477356203","0.00319867490996759","0.0295095509148873","0.205300607520875","27.1717497257167","0.904139629853811","-0.55374696027388","0.50173706480264","-0.21295502873696","0.327839489499111","5.55529090370349","0.136366835493857","4.52292142379664","0.179130062474056","-0.563497139040675","0.137587081566755","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","138.649610159191","2012-04-04 09:35:49"
"262","1","50","90.5935977037786","FLAG","458502.371372221","3440239.52635711","458532.486280227","3440154.08460935","458530.824179219","3440158.80030748","458504.15470049","3440234.46671409","458516.066299348","3440200.6712323","458528.533038904","3440165.30071029","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-3.26714319709807","80.2288363743414","30.9107744399301","1","7","-41.1979581189066","-78.7012036120035","7.21","1","-37.5032454930969","-0.251876662554311","0.0589277142874935","-1.53974743237401","3.55090710491176","-5.09065453728577","2.01115967253775","-0.0483155896548389","0.00713277111748284","0.823367066589259","0.254928696908261","33.7400791645979","0.857134280152884","-0.70363066730965","0.606999487999972","-0.305354846989861","0.357376238972139","9.64151827387353","0.183119826709521","6.07359248564311","0.156287061237594","-0.776079347274226","0.165369653294504","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","160.584419046238","2012-04-04 09:35:50"
"263","1","50","87.4657644612774","FLAG","458537.183185455","3440273.33208406","458589.729682713","3440203.40980164","458586.725850438","3440207.40692456","458540.222332018","3440269.28796931","458540.222332018","3440269.28796931","458586.725850438","3440207.40692456","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-42.8650864488066","77.4069824073408","32.3402282809597","1","7","-5.0587820561662","-82.465764463507","7.21","1","-77.4069824073408","-0.519875336942506","0.0589277142874935","-1.68665308406927","2.91767560572587","-4.60432868979514","1.2310225216566","-0.191984557972884","0.102884494027166","-22.3422384451484","0.253530676097568","33.5550496508609","0.483041699514626","-0.843705908725886","0.459736792780117","-0.448365758060688","0.490813225253265","-8.88200747682738","0.20423391616617","6.77389008514073","0.0795581092241442","-0.973365753178314","0.0766342370569379","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","143.075189307184","2012-04-04 09:35:50"
"264","1","50","93.8653522937553","FLAG","458564.487495793","3440295.67409097","458598.204262324","3440208.07338312","458596.398521088","3440212.76494244","458568.976634944","3440284.01070187","458582.009133213","3440250.15051328","458595.828016716","3440214.24718976","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-4.66742945099555","76.3408021706621","28.9004648287598","1","7","-48.7791338970045","-87.2500343363707","7.21","1","-38.4709004393662","-0.25837555872092","0.0589277142874935","-0.804319629503234","2.07880412911545","-2.88312375861868","1.27448449961221","-0.0228964525410949","0.00183244199675043","-2.28336950101804","0.238984538794326","31.6298531935664","0.927395090084852","-0.637225766963712","0.591432861881523","-0.388349797395101","0.341124383161243","21.8747661654144","0.241370070325875","8.00559650875948","0.168542920877256","-1.00881131584106","0.232111721050853","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","158.948709444442","2012-04-04 09:35:50"
"265","1","50","81.7539148757121","FLAG","458601.824017608","3440296.30445325","458682.759321668","3440284.76412595","458677.723755744","3440285.48213251","458607.146364007","3440295.54555551","458607.146364007","3440295.54555551","458677.237118063","3440285.55152074","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-39.3979570632125","71.2912386416344","29.6695085247246","1","7","-5.3761786580882","-76.1758575782864","7.21","1","-70.7996789201982","-0.475499829464592","0.0589277142874935","-1.07551252260815","2.5360296320333","-3.61154215464145","1.46051710942516","-0.30296417546792","0.304414505320436","-11.0466977836991","0.204808917697567","27.10667406431","0.199137430232408","-0.829442259077617","0.223513908141778","-0.378737353091387","0.625668910393305","-14.0253311829008","0.131011312955213","4.34529313508601","0.0341519360754045","-0.715512654436923","-0.041962051745851","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","98.1149368381046","2012-04-04 09:35:50"
"266","1","50","72.6828083485548","FLAG","458629.648893097","3440335.83670062","458689.598904728","3440294.74185015","458685.474820025","3440297.5688495","458633.794885785","3440332.99468366","458639.453922004","3440329.11549764","458685.474820025","3440297.5688495","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-29.0082156465972","62.6562473236326","23.6703391354083","1","7","-11.8875212446066","-67.6828083487661","7.21","1","-55.7952871041595","-0.374728387297629","0.0589277142874935","-1.50802189272188","2.49578594491612","-4.00380783763801","0.987764052194241","-0.256235024116935","0.342114526850955","-5.64599429908443","0.158906945782225","21.0315001626754","0.167774743465699","-0.664718332501166","0.152248284267296","-0.316457751802974","0.726232328507959","-8.26842502240835","0.0868928473048655","2.88200220549643","0.014873366352974","-0.539822926731581","-0.0930925768743673","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","124.430063674812","2012-04-04 09:35:50"
"267","1","50","70.4383843892845","FLAG","458668.457846616","3440366.7405472","458707.713829643","3440308.25521749","458704.927281984","3440312.40674156","458671.247128259","3440362.58494991","458672.236967137","3440361.11024342","458704.927281984","3440312.40674156","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-19.4607527027302","60.4334787075832","21.9747276923358","1","7","-6.7810082279995","-65.4383843909315","7.21","1","-58.657376162932","-0.393950548755349","0.0589277142874935","-0.930011239134939","1.06142583482942","-1.99143707396436","0.131414595694479","-0.176367324917092","0.188058402819772","-3.45270778652482","0.163888752595998","21.6908474951569","0.331026150286189","-0.597656775405458","0.244922125571274","-0.501406185559166","0.669776675854342","18.0508407889377","0.157450320027628","5.22220394025843","0.024413859830782","-0.90614511823731","-0.0966672528810214","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","146.130062609097","2012-04-04 09:35:50"
"268","1","50","70.5977232464961","FLAG","458704.373618947","3440398.77342088","458751.977629558","3440346.63997","458748.605748806","3440350.33267944","458708.293710787","3440394.480339","458709.553085263","3440393.10113719","458748.605748806","3440350.33267944","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-16.3701980693925","59.7835784634767","20.2290147210926","1","7","-7.6812546860768","-65.5971549941978","7.21","1","-57.915900308121","-0.388970700712364","0.0589277142874935","-0.433388838861414","0.48963893285247","-0.923027771713884","0.0562500939910562","-0.229603092017537","0.376105336644558","3.18913869639457","0.132249371770227","17.5033424134339","0.143055330359244","-0.569560924864396","0.110354740829323","-0.540802925511532","0.73770105255901","24.5497847652805","0.144215553951559","4.78324232024573","0.0132942365405436","-0.911520808915638","-0.170085042107426","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","137.600222806966","2012-04-04 09:35:50"
"269","1","50","86.6539387454012","FLAG","458724.207834049","3440440.19740712","458783.464407182","3440376.97111796","458780.045256595","3440380.61932427","458727.627670566","3440436.54846893","458742.585238837","3440420.58886333","458780.045256595","3440380.61932427","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-10.1747405519694","76.6529356792931","22.9728843490022","1","7","-26.8742255000491","-81.6539387472371","7.21","1","-54.779713247188","-0.367907661509551","0.0589277142874935","-0.957809660368325","1.29331917764357","-2.2511288380119","0.335509517275244","-0.230474242314668","0.293844273381847","8.56486904305239","0.159782429657989","21.1473713675805","0.208763856977811","-0.641208053647333","0.180259569017997","-0.516544975161574","0.768105370854856","23.8545898866594","0.126928188866843","4.20986688317932","0.00963788788642001","-0.842824271892898","-0.190265678430251","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","136.85632814591","2012-04-04 09:35:50"
"270","1","50","89.1274403288009","FLAG","458765.562127101","3440467.87334834","458802.406255849","3440386.71787535","458800.33932065","3440391.2706524","458767.638546999","3440463.29967962","458769.075661947","3440460.13418902","458800.33932065","3440391.2706524","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-25.5711340544736","79.1044964624802","28.6777114824714","1","7","-8.4993831585832","-84.1274403314268","7.21","1","-75.6280571728436","-0.507927844262671","0.0589277142874935","-1.28269640356672","1.98367129972424","-3.26636770329096","0.700974896157521","-0.32756594318213","0.380900895765486","2.65005149911797","0.186761705302172","24.7181066636771","0.139813521141934","-0.807652190424357","0.152520304060096","-0.627456611247298","0.727686053571715","19.782909953946","0.171657037757014","5.69340258432294","0.0146668815028174","-1.06871507446462","-0.18619814802998","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","155.582218286756","2012-04-04 09:35:50"
"271","1","50","94.63567848648","FLAG","458808.108229388","3440494.09067988","458861.582762673","3440416.01132324","458858.757478694","3440420.13658328","458810.93386017","3440489.96491346","458816.447328939","3440481.91457496","458858.757478694","3440420.13658328","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-15.3718360897019","84.635064742109","28.551307791544","1","7","-14.7579846982185","-89.6356784880962","7.21","1","-74.8776937898777","-0.502888306427494","0.0589277142874935","-0.765116284113394","1.18165375908586","-1.94677004319925","0.416537474972462","-0.338668772002733","0.410772902118665","12.2250434859137","0.18139721430712","24.0081106803062","0.120878394209232","-0.804965156135644","0.127627612130178","-0.724811058902408","0.775949421500119","35.4056648903417","0.174179137955531","5.77705386932578","0.00881300206399585","-1.17255278707769","-0.27706933072713","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","145.593764573327","2012-04-04 09:35:50"
"272","1","50","80.008931358538","FLAG","458840.207321198","3440529.45390553","458915.520650233","3440502.4477661","458910.790143726","3440504.14404908","458844.916035687","3440527.76543681","458844.916035687","3440527.76543681","458910.790143726","3440504.14404908","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-22.9327121189844","69.9811979622344","23.3087592878877","1","7","-5.0022913491194","-74.9834893113538","7.21","1","-69.9811979622344","-0.470002805157879","0.0589277142874935","-0.2662806338615","0.350557181764826","-0.616837815626326","0.0842765479033266","-0.334409525835471","0.600928025033387","5.42483977053549","0.121873146512608","16.1300381684915","0.0406026782947093","-0.647694422512626","-0.0211246291583169","-0.611132019463987","0.846102966507002","22.6194309068463","0.116561077067019","3.86601764819114","0.0033454757935614","-0.91076180691467","-0.311502232013305","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","109.727011004531","2012-04-04 09:35:50"
"273","1","50","90.5555273763731","FLAG","458861.061666999","3440574.79776737","458915.520650233","3440502.4477661","458912.496163048","3440506.4658663","458864.660752665","3440570.01629998","458864.986921276","3440569.58297754","458912.496163048","3440506.4658663","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-33.9201768883813","79.5417129958611","27.056155786635","1","7","-6.5269942633378","-85.5263473247654","7.21","1","-78.9993530614276","-0.530569904855958","0.0589277142874935","-0.123267457994098","0.403342852265797","-0.526610310259895","0.280075394271698","-0.426172483709821","0.724339420669227","2.88943654980528","0.117575456867721","15.5612344574853","0.0151450205571918","-0.728409817450625","-0.123935149969017","-0.621205006470332","0.8988859378714","14.6040459286309","0.0931758644775898","3.09039299841674","0.00114623278664768","-0.860721191216135","-0.381688821724529","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","143.030648579781","2012-04-04 09:35:50"
"274","1","50","107.632544719623","FLAG","458884.270496956","3440618.14092018","458960.558923351","3440542.21437225","458957.014994022","3440545.74149074","458887.840601991","3440614.58775014","458889.597332644","3440612.83935264","458957.014994022","3440545.74149074","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-50.2403628501826","97.5956143757135","34.6697517059961","1","7","-7.5154372365575","-102.632544720494","7.21","1","-95.1171074839367","-0.638818834740142","0.0589277142874935","-0.224768792818345","0.632527467857748","-0.857296260676093","0.407758675039403","-0.579731165435022","0.816310391843455","0.41794469290306","0.122986170007779","16.2773479900007","0.00527174481990373","-0.895877180091499","-0.263585150778545","-0.65974663000381","0.93684177845573","3.51765074477688","0.0766079779839836","2.54088073249385","0.000348345047626425","-0.856673706674265","-0.462819553333355","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","134.863784298151","2012-04-04 09:35:51"
"275","1","50","105.744972656484","FLAG","458923.359423972","3440649.26070308","458975.585790237","3440557.31285966","458973.113731459","3440561.66507655","458926.000893363","3440644.61022801","458926.41447269","3440643.88209527","458973.113731459","3440561.66507655","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-50.3001722280994","95.3913919826005","34.003251787007","1","7","-6.1856886917874","-100.739688801715","7.21","1","-94.5540001099276","-0.63503693255647","0.0589277142874935","-0.322375955134275","0.601510001359603","-0.923885956493878","0.279134046225328","-0.574617865908089","0.833721188764358","-0.0168292022474466","0.114763070316931","15.1890121615417","0.00408022288736105","-0.869625729866645","-0.279610001949533","-0.660438343491581","0.935291798256986","4.2826757363476","0.0776878995740945","2.57669882916115","0.000370328225661547","-0.860141446985487","-0.460735239997676","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","150.403429106276","2012-04-04 09:35:51"
"276","1","50","127.441228242805","FLAG","458953.573640861","3440689.09914052","459011.358706067","3440575.5114964","459009.091580037","3440579.96796805","458956.093033031","3440684.14679132","458961.350952981","3440673.8113398","459009.091580037","3440579.96796805","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-47.7238748290631","116.884871574215","39.018359159956","1","7","-17.1523594445712","-122.441228246394","7.21","1","-105.288868801823","-0.707133703476498","0.0589277142874935","-0.13121251088981","0.865282720881973","-0.996495231771783","0.734070209992163","-0.632840143519111","0.767986398769854","6.55822462446544","0.155556791344274","20.5881037254719","0.00965076069993955","-1.03271160575857","-0.232968681279651","-0.805667122441868","0.919666406513292","15.6246210074503","0.106488834770182","3.53194844210412","0.000639744935204469","-1.07940538680018","-0.531928858083561","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","153.0363450735","2012-04-04 09:35:51"
"277","1","50","147.441699923349","FLAG","458989.335650201","3440723.94834281","459033.197543117","3440583.18190779","459031.710111375","3440587.95553815","458990.989267338","3440718.64137191","458998.528937167","3440694.4442301","459031.710111375","3440587.95553815","7","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-44.1351049174559","136.883067922616","43.0370311156482","1","7","-30.9032230028869","-142.441699924971","7.21","1","-111.538476922084","-0.749106882461591","0.0589277142874935","-0.0104483917940589","1.13866031518841","-1.14910870698246","1.12821192339435","-0.724279291674589","0.826858166553206","16.4924504032801","0.148219915725707","19.6170605781389","0.00452722958096771","-1.10529071471864","-0.343267868630542","-0.932397570970946","0.939908825709259","28.4313550748956","0.105433497390007","3.49694573760604","0.000307228047196021","-1.20342300422931","-0.661372137712586","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","162.693310234816","2012-04-04 09:35:51"
"278","1","50","172.203888058075","FLAG","459025.775705487","3440758.18461554","459046.007201612","3440587.17331291","459045.40965333","3440592.22422509","459026.506156944","3440752.01030919","459030.677028368","3440716.75507393","459045.40965333","3440592.22422509","6","01/01/1855 12:00:01 AM","11/25/2003 12:00:01 AM","148.895277207392","-41.8574779933969","160.900387962939","53.982513580249","1","6","-41.7184597488997","-167.117752218743","7.21","1","-125.399292469844","-0.842197918038584","0.0589277142874935","-0.0987327313486021","1.73073310457698","-1.82946583592558","1.63200037322838","-0.923221149317412","0.890819594126478","27.5476930038602","0.161604414784616","19.9425395222123","0.00464360063030385","-1.37190693572451","-0.474535362910311","-1.10892179620581","0.957118312915832","40.7733464733051","0.117361065262326","3.88100733204952","0.000699665989234271","-1.4347683513942","-0.783075241017429","0","0","0","0","0","Natural.Mean High Water Or Apparent.Marsh","Natural.Apparent.Marsh Or Swamp","CHANGE","NA","Jekyll","173.252982110929","2012-04-04 09:35:51"
